session_id,day,arm,purchased,order_value,refunded,support_contact
46194,13,control,0,,0,0
46195,13,control,0,,0,0
46196,13,treatment,1,50.92,0,0
46197,13,treatment,0,,0,0
46198,13,control,0,,0,0
46199,13,control,1,74.26,0,0
46200,13,control,0,,0,0
46201,13,treatment,0,,0,0
46202,13,treatment,0,,0,0
46203,13,treatment,0,,0,0
46204,13,treatment,0,,0,0
46205,13,control,0,,0,0
46206,13,treatment,0,,0,0
46207,13,control,0,,0,0
46208,13,control,0,,0,0
46209,13,control,0,,0,0
46210,13,treatment,0,,0,0
46211,13,treatment,0,,0,0
46212,13,treatment,0,,0,0
46213,13,control,0,,0,0
46214,13,treatment,0,,0,0
46215,13,control,0,,0,0
46216,13,treatment,0,,0,0
46217,13,treatment,0,,0,0
46218,13,control,0,,0,0
46219,13,control,0,,0,0
46220,13,treatment,1,111.58,1,0
46221,13,control,0,,0,0
46222,13,control,0,,0,0
46223,13,control,0,,0,0
46224,13,control,0,,0,0
46225,13,treatment,0,,0,0
46226,13,treatment,1,90.38,0,0
46227,13,control,0,,0,0
46228,13,treatment,0,,0,0
46229,13,treatment,0,,0,0
46230,13,treatment,0,,0,1
46231,13,treatment,0,,0,0
46232,13,treatment,0,,0,0
46233,13,control,0,,0,0
46234,13,treatment,0,,0,0
46235,13,control,0,,0,0
46236,13,treatment,0,,0,0
46237,13,treatment,0,,0,0
46238,13,control,0,,0,0
46239,13,treatment,0,,0,0
46240,13,treatment,0,,0,0
46241,13,treatment,0,,0,0
46242,13,control,0,,0,0
46243,13,treatment,0,,0,0
46244,13,control,0,,0,0
46245,13,treatment,0,,0,0
46246,13,treatment,0,,0,0
46247,13,control,0,,0,0
46248,13,control,0,,0,0
46249,13,control,0,,0,0
46250,13,treatment,0,,0,0
46251,13,treatment,0,,0,0
46252,13,control,0,,0,0
46253,13,treatment,0,,0,0
46254,13,treatment,0,,0,0
46255,13,control,0,,0,0
46256,13,control,0,,0,0
46257,13,treatment,0,,0,0
46258,13,treatment,0,,0,0
46259,13,treatment,0,,0,0
46260,13,control,0,,0,0
46261,13,control,0,,0,0
46262,13,control,0,,0,0
46263,13,control,0,,0,0
46264,13,treatment,0,,0,0
46265,13,treatment,0,,0,0
46266,13,treatment,0,,0,0
46267,13,treatment,0,,0,0
46268,13,control,0,,0,0
46269,13,treatment,0,,0,0
46270,13,control,1,57.04,0,0
46271,13,treatment,0,,0,0
46272,13,treatment,0,,0,0
46273,13,control,0,,0,0
46274,13,treatment,0,,0,0
46275,13,treatment,0,,0,0
46276,13,treatment,0,,0,0
46277,13,treatment,0,,0,1
46278,13,control,0,,0,0
46279,13,control,0,,0,0
46280,13,treatment,0,,0,0
46281,13,control,0,,0,0
46282,13,control,0,,0,0
46283,13,control,0,,0,0
46284,13,treatment,0,,0,0
46285,13,treatment,0,,0,0
46286,13,treatment,0,,0,0
46287,13,treatment,0,,0,0
46288,13,treatment,0,,0,0
46289,13,treatment,0,,0,0
46290,13,control,0,,0,0
46291,13,control,0,,0,0
46292,13,control,0,,0,0
46293,13,control,0,,0,0
46294,13,control,0,,0,0
46295,13,treatment,0,,0,0
46296,13,treatment,0,,0,0
46297,13,treatment,1,93.0,0,0
46298,13,control,0,,0,0
46299,13,control,0,,0,0
46300,13,treatment,0,,0,0
46301,13,control,0,,0,0
46302,13,treatment,0,,0,0
46303,13,treatment,0,,0,0
46304,13,control,0,,0,0
46305,13,treatment,0,,0,0
46306,13,control,0,,0,0
46307,13,treatment,0,,0,0
46308,13,treatment,0,,0,0
46309,13,control,0,,0,0
46310,13,treatment,0,,0,0
46311,13,control,0,,0,0
46312,13,control,0,,0,0
46313,13,treatment,0,,0,0
46314,13,control,0,,0,0
46315,13,treatment,0,,0,0
46316,13,control,0,,0,0
46317,13,control,0,,0,0
46318,13,control,1,93.53,0,0
46319,13,control,0,,0,0
46320,13,treatment,0,,0,0
46321,13,treatment,0,,0,0
46322,13,treatment,0,,0,0
46323,13,control,0,,0,0
46324,13,treatment,0,,0,0
46325,13,control,0,,0,0
46326,13,control,0,,0,0
46327,13,treatment,0,,0,0
46328,13,treatment,0,,0,0
46329,13,control,0,,0,0
46330,13,control,0,,0,0
46331,13,treatment,1,66.28,0,0
46332,13,treatment,0,,0,0
46333,13,treatment,0,,0,0
46334,13,treatment,0,,0,0
46335,13,control,0,,0,0
46336,13,treatment,0,,0,0
46337,13,treatment,0,,0,0
46338,13,treatment,0,,0,0
46339,13,treatment,0,,0,0
46340,13,treatment,1,55.68,0,0
46341,13,treatment,0,,0,0
46342,13,treatment,0,,0,0
46343,13,treatment,0,,0,0
46344,13,control,0,,0,0
46345,13,control,0,,0,0
46346,13,treatment,0,,0,0
46347,13,control,0,,0,0
46348,13,control,0,,0,0
46349,13,control,0,,0,0
46350,13,treatment,0,,0,0
46351,13,control,0,,0,0
46352,13,control,0,,0,0
46353,13,control,1,45.94,0,0
46354,13,control,0,,0,0
46355,13,treatment,0,,0,0
46356,13,control,0,,0,0
46357,13,treatment,0,,0,0
46358,13,treatment,0,,0,0
46359,13,treatment,0,,0,0
46360,13,treatment,0,,0,0
46361,13,treatment,0,,0,0
46362,13,control,0,,0,0
46363,13,treatment,0,,0,0
46364,13,treatment,0,,0,0
46365,13,control,0,,0,0
46366,13,treatment,0,,0,0
46367,13,treatment,1,78.62,0,0
46368,13,control,0,,0,0
46369,13,treatment,0,,0,0
46370,13,treatment,0,,0,0
46371,13,control,0,,0,0
46372,13,treatment,0,,0,0
46373,13,control,0,,0,0
46374,13,control,0,,0,0
46375,13,treatment,0,,0,0
46376,13,treatment,1,91.15,0,0
46377,13,treatment,0,,0,0
46378,13,treatment,0,,0,0
46379,13,control,0,,0,0
46380,13,treatment,0,,0,0
46381,13,control,0,,0,0
46382,13,treatment,0,,0,0
46383,13,control,0,,0,0
46384,13,treatment,0,,0,0
46385,13,treatment,0,,0,0
46386,13,control,0,,0,0
46387,13,control,0,,0,0
46388,13,control,0,,0,0
46389,13,treatment,0,,0,0
46390,13,treatment,0,,0,0
46391,13,control,0,,0,0
46392,13,control,0,,0,0
46393,13,treatment,0,,0,1
46394,13,control,0,,0,0
46395,13,control,0,,0,0
46396,13,treatment,0,,0,0
46397,13,control,0,,0,0
46398,13,treatment,0,,0,1
46399,13,treatment,0,,0,0
46400,13,control,0,,0,1
46401,13,treatment,0,,0,0
46402,13,treatment,0,,0,0
46403,13,treatment,0,,0,0
46404,13,control,0,,0,0
46405,13,treatment,0,,0,0
46406,13,control,0,,0,0
46407,13,control,0,,0,0
46408,13,treatment,0,,0,0
46409,13,treatment,0,,0,0
46410,13,control,0,,0,0
46411,13,control,0,,0,0
46412,13,treatment,0,,0,0
46413,13,control,0,,0,0
46414,13,treatment,1,45.49,0,0
46415,13,control,0,,0,0
46416,13,control,0,,0,0
46417,13,treatment,0,,0,0
46418,13,treatment,0,,0,0
46419,13,control,0,,0,0
46420,13,treatment,0,,0,0
46421,13,control,0,,0,0
46422,13,treatment,0,,0,0
46423,13,control,0,,0,0
46424,13,treatment,0,,0,1
46425,13,treatment,0,,0,0
46426,13,treatment,0,,0,0
46427,13,treatment,0,,0,0
46428,13,control,0,,0,0
46429,13,treatment,0,,0,0
46430,13,treatment,0,,0,0
46431,13,control,0,,0,0
46432,13,control,0,,0,0
46433,13,treatment,0,,0,0
46434,13,treatment,0,,0,0
46435,13,treatment,0,,0,0
46436,13,treatment,0,,0,0
46437,13,control,0,,0,0
46438,13,control,0,,0,0
46439,13,treatment,0,,0,0
46440,13,control,0,,0,0
46441,13,control,0,,0,0
46442,13,treatment,0,,0,0
46443,13,treatment,0,,0,0
46444,13,treatment,0,,0,0
46445,13,treatment,0,,0,0
46446,13,treatment,0,,0,0
46447,13,control,0,,0,0
46448,13,treatment,0,,0,0
46449,13,control,0,,0,0
46450,13,control,0,,0,0
46451,13,treatment,1,65.5,0,0
46452,13,treatment,0,,0,0
46453,13,treatment,0,,0,0
46454,13,treatment,0,,0,0
46455,13,treatment,0,,0,0
46456,13,treatment,0,,0,0
46457,13,control,0,,0,0
46458,13,treatment,0,,0,0
46459,13,treatment,0,,0,0
46460,13,treatment,1,84.79,0,0
46461,13,treatment,0,,0,0
46462,13,control,0,,0,0
46463,13,treatment,0,,0,0
46464,13,treatment,1,32.78,1,0
46465,13,control,0,,0,0
46466,13,treatment,0,,0,0
46467,13,control,0,,0,0
46468,13,treatment,0,,0,0
46469,13,control,0,,0,0
46470,13,treatment,0,,0,0
46471,13,treatment,0,,0,0
46472,13,treatment,1,77.14,0,0
46473,13,control,0,,0,0
46474,13,treatment,0,,0,0
46475,13,control,0,,0,0
46476,13,control,0,,0,0
46477,13,treatment,0,,0,0
46478,13,treatment,0,,0,0
46479,13,treatment,0,,0,0
46480,13,treatment,0,,0,0
46481,13,treatment,0,,0,0
46482,13,control,0,,0,0
46483,13,control,0,,0,0
46484,13,treatment,0,,0,0
46485,13,treatment,0,,0,0
46486,13,treatment,0,,0,0
46487,13,control,0,,0,0
46488,13,treatment,0,,0,0
46489,13,control,0,,0,0
46490,13,control,0,,0,0
46491,13,treatment,0,,0,0
46492,13,treatment,0,,0,0
46493,13,control,0,,0,0
46494,13,treatment,0,,0,0
46495,13,control,0,,0,0
46496,13,treatment,0,,0,0
46497,13,control,0,,0,0
46498,13,treatment,0,,0,0
46499,13,control,0,,0,0
46500,13,control,0,,0,0
46501,13,treatment,0,,0,0
46502,13,control,0,,0,0
46503,13,treatment,0,,0,0
46504,13,control,0,,0,0
46505,13,treatment,0,,0,0
46506,13,control,0,,0,0
46507,13,control,0,,0,0
46508,13,control,0,,0,0
46509,13,treatment,0,,0,0
46510,13,treatment,0,,0,0
46511,13,treatment,0,,0,0
46512,13,treatment,0,,0,0
46513,13,treatment,0,,0,0
46514,13,control,0,,0,0
46515,13,control,0,,0,0
46516,13,control,0,,0,0
46517,13,control,0,,0,0
46518,13,treatment,1,47.29,0,1
46519,13,treatment,0,,0,0
46520,13,treatment,0,,0,0
46521,13,treatment,0,,0,0
46522,13,treatment,1,66.65,0,0
46523,13,control,0,,0,0
46524,13,control,0,,0,0
46525,13,treatment,0,,0,0
46526,13,treatment,0,,0,0
46527,13,control,0,,0,0
46528,13,control,1,80.05,0,0
46529,13,treatment,0,,0,0
46530,13,control,0,,0,0
46531,13,treatment,0,,0,0
46532,13,treatment,1,96.82,0,0
46533,13,control,0,,0,0
46534,13,treatment,0,,0,0
46535,13,treatment,0,,0,0
46536,13,treatment,0,,0,0
46537,13,control,0,,0,0
46538,13,control,0,,0,0
46539,13,control,0,,0,0
46540,13,control,0,,0,0
46541,13,control,0,,0,0
46542,13,treatment,0,,0,0
46543,13,treatment,0,,0,0
46544,13,treatment,0,,0,0
46545,13,treatment,0,,0,0
46546,13,treatment,0,,0,0
46547,13,control,0,,0,0
46548,13,treatment,0,,0,0
46549,13,treatment,0,,0,0
46550,13,treatment,0,,0,1
46551,13,control,0,,0,0
46552,13,control,0,,0,0
46553,13,control,0,,0,0
46554,13,treatment,0,,0,0
46555,13,treatment,0,,0,0
46556,13,control,0,,0,0
46557,13,treatment,0,,0,0
46558,13,treatment,0,,0,0
46559,13,control,0,,0,0
46560,13,control,0,,0,0
46561,13,treatment,0,,0,0
46562,13,treatment,0,,0,0
46563,13,control,0,,0,0
46564,13,control,0,,0,0
46565,13,treatment,0,,0,0
46566,13,control,0,,0,0
46567,13,treatment,0,,0,0
46568,13,treatment,0,,0,0
46569,13,treatment,0,,0,0
46570,13,control,0,,0,0
46571,13,treatment,0,,0,0
46572,13,treatment,0,,0,0
46573,13,treatment,0,,0,0
46574,13,control,1,46.92,0,0
46575,13,treatment,0,,0,0
46576,13,treatment,1,36.64,0,0
46577,13,control,0,,0,0
46578,13,control,0,,0,0
46579,13,control,0,,0,0
46580,13,control,0,,0,0
46581,13,control,0,,0,0
46582,13,treatment,0,,0,0
46583,13,control,0,,0,0
46584,13,control,0,,0,0
46585,13,control,0,,0,0
46586,13,control,1,49.83,0,0
46587,13,treatment,0,,0,0
46588,13,control,0,,0,0
46589,13,treatment,0,,0,0
46590,13,treatment,0,,0,0
46591,13,treatment,1,90.1,0,0
46592,13,control,0,,0,0
46593,13,control,0,,0,0
46594,13,control,0,,0,0
46595,13,control,0,,0,0
46596,13,control,0,,0,0
46597,13,treatment,0,,0,0
46598,13,control,1,83.42,0,0
46599,13,treatment,0,,0,0
46600,13,treatment,0,,0,0
46601,13,treatment,0,,0,0
46602,13,treatment,0,,0,0
46603,13,control,0,,0,0
46604,13,treatment,0,,0,0
46605,13,treatment,0,,0,0
46606,13,treatment,0,,0,0
46607,13,treatment,0,,0,0
46608,13,control,0,,0,0
46609,13,treatment,0,,0,0
46610,13,treatment,0,,0,0
46611,13,control,1,95.18,0,0
46612,13,treatment,0,,0,0
46613,13,treatment,0,,0,0
46614,13,treatment,0,,0,1
46615,13,treatment,0,,0,0
46616,13,treatment,0,,0,0
46617,13,treatment,0,,0,0
46618,13,treatment,0,,0,0
46619,13,treatment,0,,0,0
46620,13,treatment,0,,0,0
46621,13,control,0,,0,0
46622,13,control,0,,0,0
46623,13,control,0,,0,0
46624,13,control,0,,0,0
46625,13,control,0,,0,0
46626,13,treatment,0,,0,0
46627,13,treatment,0,,0,0
46628,13,control,0,,0,0
46629,13,treatment,0,,0,0
46630,13,control,0,,0,0
46631,13,control,0,,0,0
46632,13,control,0,,0,0
46633,13,control,0,,0,0
46634,13,treatment,0,,0,0
46635,13,treatment,0,,0,0
46636,13,treatment,0,,0,0
46637,13,treatment,0,,0,0
46638,13,treatment,0,,0,0
46639,13,treatment,0,,0,0
46640,13,control,0,,0,0
46641,13,treatment,0,,0,0
46642,13,control,0,,0,0
46643,13,control,0,,0,0
46644,13,control,0,,0,0
46645,13,treatment,0,,0,0
46646,13,control,0,,0,0
46647,13,treatment,0,,0,0
46648,13,treatment,0,,0,0
46649,13,treatment,1,94.36,0,0
46650,13,control,0,,0,0
46651,13,control,0,,0,0
46652,13,treatment,0,,0,0
46653,13,treatment,0,,0,0
46654,13,treatment,0,,0,0
46655,13,treatment,0,,0,0
46656,13,treatment,0,,0,0
46657,13,control,0,,0,0
46658,13,treatment,0,,0,0
46659,13,treatment,0,,0,0
46660,13,treatment,0,,0,0
46661,13,treatment,0,,0,0
46662,13,control,0,,0,0
46663,13,control,0,,0,0
46664,13,treatment,0,,0,0
46665,13,treatment,0,,0,0
46666,13,control,0,,0,0
46667,13,treatment,0,,0,0
46668,13,treatment,0,,0,0
46669,13,control,0,,0,0
46670,13,treatment,0,,0,0
46671,13,treatment,0,,0,0
46672,13,treatment,1,44.19,0,0
46673,13,treatment,0,,0,0
46674,13,treatment,0,,0,0
46675,13,treatment,0,,0,0
46676,13,control,0,,0,0
46677,13,control,0,,0,0
46678,13,treatment,0,,0,0
46679,13,control,0,,0,0
46680,13,control,0,,0,0
46681,13,treatment,0,,0,0
46682,13,treatment,0,,0,0
46683,13,treatment,0,,0,0
46684,13,treatment,1,67.95,0,0
46685,13,treatment,0,,0,0
46686,13,control,0,,0,0
46687,13,treatment,0,,0,0
46688,13,control,0,,0,0
46689,13,treatment,0,,0,0
46690,13,control,0,,0,0
46691,13,control,0,,0,0
46692,13,treatment,0,,0,0
46693,13,treatment,1,6.72,0,0
46694,13,treatment,0,,0,0
46695,13,treatment,0,,0,0
46696,13,control,0,,0,0
46697,13,treatment,0,,0,0
46698,13,control,0,,0,0
46699,13,control,0,,0,0
46700,13,control,0,,0,0
46701,13,control,0,,0,0
46702,13,treatment,0,,0,0
46703,13,control,0,,0,0
46704,13,control,0,,0,0
46705,13,control,0,,0,0
46706,13,control,0,,0,0
46707,13,control,0,,0,0
46708,13,control,0,,0,0
46709,13,control,1,19.23,0,0
46710,13,treatment,0,,0,0
46711,13,treatment,0,,0,0
46712,13,control,0,,0,0
46713,13,control,0,,0,0
46714,13,treatment,0,,0,0
46715,13,control,0,,0,0
46716,13,treatment,0,,0,0
46717,13,treatment,0,,0,0
46718,13,control,1,48.2,0,0
46719,13,control,0,,0,0
46720,13,control,0,,0,0
46721,13,treatment,0,,0,0
46722,13,control,0,,0,0
46723,13,treatment,0,,0,0
46724,13,control,0,,0,0
46725,13,control,0,,0,0
46726,13,control,0,,0,0
46727,13,control,0,,0,0
46728,13,control,0,,0,0
46729,13,treatment,0,,0,0
46730,13,treatment,0,,0,0
46731,13,control,0,,0,0
46732,13,control,0,,0,0
46733,13,treatment,0,,0,0
46734,13,treatment,0,,0,0
46735,13,control,0,,0,0
46736,13,treatment,0,,0,0
46737,13,control,0,,0,0
46738,13,control,0,,0,0
46739,13,control,0,,0,0
46740,13,control,0,,0,0
46741,13,control,0,,0,0
46742,13,control,0,,0,0
46743,13,treatment,0,,0,1
46744,13,control,0,,0,0
46745,13,treatment,0,,0,0
46746,13,control,0,,0,0
46747,13,treatment,0,,0,0
46748,13,treatment,0,,0,0
46749,13,treatment,0,,0,0
46750,13,control,0,,0,0
46751,13,treatment,0,,0,0
46752,13,treatment,0,,0,0
46753,13,treatment,0,,0,0
46754,13,treatment,0,,0,0
46755,13,control,0,,0,0
46756,13,treatment,0,,0,0
46757,13,treatment,0,,0,0
46758,13,control,0,,0,0
46759,13,control,0,,0,0
46760,13,treatment,0,,0,0
46761,13,treatment,0,,0,0
46762,13,treatment,0,,0,0
46763,13,treatment,1,50.51,0,0
46764,13,control,0,,0,0
46765,13,treatment,0,,0,0
46766,13,control,0,,0,0
46767,13,control,0,,0,0
46768,13,control,0,,0,0
46769,13,treatment,0,,0,0
46770,13,control,0,,0,0
46771,13,control,0,,0,0
46772,13,treatment,0,,0,0
46773,13,control,0,,0,0
46774,13,control,0,,0,0
46775,13,control,0,,0,0
46776,13,control,0,,0,0
46777,13,treatment,0,,0,0
46778,13,treatment,0,,0,0
46779,13,control,0,,0,0
46780,13,control,0,,0,0
46781,13,treatment,0,,0,0
46782,13,control,0,,0,0
46783,13,control,0,,0,1
46784,13,control,0,,0,0
46785,13,treatment,0,,0,0
46786,13,treatment,0,,0,0
46787,13,treatment,0,,0,0
46788,13,control,0,,0,0
46789,13,control,0,,0,0
46790,13,control,0,,0,0
46791,13,control,0,,0,0
46792,13,control,1,115.43,0,0
46793,13,control,0,,0,0
46794,13,control,0,,0,0
46795,13,control,0,,0,0
46796,13,control,0,,0,0
46797,13,treatment,0,,0,0
46798,13,control,0,,0,0
46799,13,control,0,,0,0
46800,13,control,0,,0,0
46801,13,treatment,0,,0,0
46802,13,treatment,1,70.79,0,0
46803,13,treatment,0,,0,0
46804,13,control,0,,0,0
46805,13,treatment,0,,0,0
46806,13,control,0,,0,0
46807,13,control,0,,0,0
46808,13,control,0,,0,0
46809,13,control,0,,0,0
46810,13,treatment,0,,0,0
46811,13,treatment,0,,0,0
46812,13,control,0,,0,1
46813,13,treatment,0,,0,0
46814,13,control,0,,0,1
46815,13,treatment,0,,0,0
46816,13,treatment,0,,0,0
46817,13,control,0,,0,0
46818,13,control,0,,0,0
46819,13,control,0,,0,0
46820,13,treatment,0,,0,0
46821,13,treatment,0,,0,0
46822,13,control,0,,0,0
46823,13,treatment,0,,0,0
46824,13,control,0,,0,0
46825,13,treatment,0,,0,0
46826,13,treatment,0,,0,0
46827,13,treatment,0,,0,0
46828,13,control,1,77.05,0,0
46829,13,treatment,1,50.67,0,0
46830,13,treatment,0,,0,0
46831,13,treatment,1,70.9,0,0
46832,13,control,0,,0,0
46833,13,treatment,0,,0,0
46834,13,treatment,0,,0,0
46835,13,control,1,83.4,0,0
46836,13,treatment,0,,0,0
46837,13,treatment,0,,0,0
46838,13,treatment,1,105.98,0,0
46839,13,control,0,,0,0
46840,13,control,0,,0,0
46841,13,treatment,0,,0,0
46842,13,treatment,0,,0,0
46843,13,control,1,54.18,0,0
46844,13,treatment,0,,0,0
46845,13,treatment,0,,0,0
46846,13,control,0,,0,0
46847,13,control,0,,0,0
46848,13,control,1,86.59,0,0
46849,13,control,0,,0,0
46850,13,treatment,0,,0,1
46851,13,control,0,,0,0
46852,13,control,0,,0,1
46853,13,control,1,62.23,0,0
46854,13,treatment,0,,0,0
46855,13,treatment,0,,0,0
46856,13,treatment,0,,0,0
46857,13,treatment,0,,0,0
46858,13,control,0,,0,0
46859,13,control,0,,0,0
46860,13,control,0,,0,0
46861,13,control,0,,0,0
46862,13,treatment,0,,0,0
46863,13,control,0,,0,0
46864,13,treatment,0,,0,0
46865,13,control,0,,0,0
46866,13,treatment,0,,0,0
46867,13,treatment,0,,0,0
46868,13,control,0,,0,0
46869,13,control,0,,0,0
46870,13,treatment,1,102.1,0,0
46871,13,control,0,,0,0
46872,13,treatment,0,,0,0
46873,13,control,0,,0,0
46874,13,treatment,0,,0,0
46875,13,treatment,0,,0,0
46876,13,control,0,,0,0
46877,13,treatment,0,,0,0
46878,13,treatment,0,,0,0
46879,13,control,0,,0,0
46880,13,treatment,0,,0,0
46881,13,treatment,0,,0,0
46882,13,control,0,,0,0
46883,13,treatment,0,,0,0
46884,13,treatment,0,,0,0
46885,13,treatment,0,,0,0
46886,13,control,0,,0,0
46887,13,treatment,0,,0,0
46888,13,control,0,,0,0
46889,13,control,0,,0,0
46890,13,treatment,0,,0,0
46891,13,treatment,0,,0,0
46892,13,control,0,,0,0
46893,13,treatment,0,,0,0
46894,13,treatment,0,,0,0
46895,13,treatment,0,,0,0
46896,13,control,0,,0,0
46897,13,treatment,0,,0,0
46898,13,treatment,0,,0,0
46899,13,control,0,,0,0
46900,13,control,0,,0,0
46901,13,control,0,,0,0
46902,13,control,0,,0,0
46903,13,control,1,72.06,0,0
46904,13,control,0,,0,0
46905,13,treatment,0,,0,0
46906,13,treatment,0,,0,0
46907,13,treatment,0,,0,0
46908,13,treatment,0,,0,0
46909,13,control,0,,0,0
46910,13,treatment,0,,0,0
46911,13,control,0,,0,0
46912,13,treatment,1,67.05,0,0
46913,13,treatment,0,,0,0
46914,13,control,0,,0,0
46915,13,treatment,0,,0,0
46916,13,treatment,0,,0,1
46917,13,treatment,0,,0,0
46918,13,treatment,0,,0,0
46919,13,treatment,0,,0,0
46920,13,treatment,0,,0,0
46921,13,treatment,0,,0,0
46922,13,treatment,0,,0,0
46923,13,treatment,0,,0,0
46924,13,treatment,1,22.07,0,0
46925,13,control,0,,0,0
46926,13,control,0,,0,0
46927,13,control,0,,0,0
46928,13,treatment,0,,0,0
46929,13,treatment,0,,0,0
46930,13,control,0,,0,0
46931,13,control,0,,0,0
46932,13,control,0,,0,0
46933,13,control,0,,0,0
46934,13,control,0,,0,0
46935,13,control,0,,0,0
46936,13,control,0,,0,0
46937,13,treatment,0,,0,0
46938,13,control,0,,0,0
46939,13,control,1,41.24,0,0
46940,13,control,0,,0,0
46941,13,control,0,,0,0
46942,13,control,0,,0,0
46943,13,control,0,,0,0
46944,13,treatment,0,,0,0
46945,13,control,0,,0,0
46946,13,control,1,77.99,0,0
46947,13,treatment,1,41.58,0,0
46948,13,control,0,,0,0
46949,13,control,0,,0,0
46950,13,treatment,0,,0,0
46951,13,treatment,0,,0,0
46952,13,treatment,0,,0,0
46953,13,control,0,,0,0
46954,13,treatment,0,,0,0
46955,13,treatment,0,,0,0
46956,13,control,0,,0,0
46957,13,control,0,,0,0
46958,13,treatment,0,,0,0
46959,13,control,1,98.9,0,0
46960,13,treatment,0,,0,0
46961,13,treatment,0,,0,0
46962,13,control,0,,0,0
46963,13,treatment,0,,0,0
46964,13,control,0,,0,0
46965,13,treatment,1,77.71,0,0
46966,13,treatment,1,16.81,0,0
46967,13,control,0,,0,0
46968,13,control,0,,0,0
46969,13,control,0,,0,0
46970,13,treatment,0,,0,0
46971,13,control,0,,0,0
46972,13,treatment,0,,0,0
46973,13,control,0,,0,0
46974,13,treatment,0,,0,0
46975,13,treatment,0,,0,0
46976,13,control,0,,0,0
46977,13,control,0,,0,0
46978,13,control,0,,0,0
46979,13,control,0,,0,0
46980,13,treatment,0,,0,0
46981,13,control,0,,0,0
46982,13,treatment,0,,0,0
46983,13,control,0,,0,0
46984,13,control,0,,0,0
46985,13,treatment,0,,0,0
46986,13,treatment,1,17.36,0,0
46987,13,treatment,0,,0,0
46988,13,control,0,,0,0
46989,13,control,0,,0,0
46990,13,control,0,,0,0
46991,13,control,0,,0,0
46992,13,control,0,,0,0
46993,13,control,0,,0,1
46994,13,control,0,,0,0
46995,13,control,0,,0,0
46996,13,control,0,,0,0
46997,13,control,0,,0,0
46998,13,control,1,88.54,0,0
46999,13,control,0,,0,0
47000,13,control,0,,0,0
47001,13,control,1,60.68,0,0
47002,13,control,0,,0,0
47003,13,treatment,0,,0,0
47004,13,control,0,,0,0
47005,13,treatment,0,,0,0
47006,13,treatment,0,,0,0
47007,13,control,1,92.04,0,0
47008,13,treatment,0,,0,0
47009,13,control,0,,0,0
47010,13,control,0,,0,0
47011,13,control,0,,0,0
47012,13,treatment,0,,0,0
47013,13,treatment,0,,0,0
47014,13,treatment,0,,0,0
47015,13,control,0,,0,0
47016,13,treatment,0,,0,0
47017,13,control,0,,0,0
47018,13,treatment,0,,0,0
47019,13,treatment,0,,0,0
47020,13,control,0,,0,0
47021,13,treatment,0,,0,0
47022,13,control,0,,0,0
47023,13,treatment,0,,0,0
47024,13,treatment,0,,0,0
47025,13,control,0,,0,0
47026,13,treatment,0,,0,0
47027,13,treatment,0,,0,0
47028,13,control,0,,0,0
47029,13,control,0,,0,0
47030,13,treatment,0,,0,0
47031,13,control,0,,0,0
47032,13,treatment,0,,0,0
47033,13,control,0,,0,0
47034,13,treatment,1,68.63,0,0
47035,13,control,0,,0,0
47036,13,treatment,0,,0,0
47037,13,control,0,,0,0
47038,13,treatment,0,,0,0
47039,13,control,0,,0,0
47040,13,control,0,,0,0
47041,13,treatment,0,,0,0
47042,13,control,0,,0,0
47043,13,treatment,0,,0,0
47044,13,treatment,1,58.2,0,0
47045,13,treatment,0,,0,0
47046,13,control,0,,0,0
47047,13,treatment,0,,0,0
47048,13,treatment,0,,0,0
47049,13,treatment,0,,0,0
47050,13,treatment,0,,0,0
47051,13,treatment,0,,0,0
47052,13,treatment,0,,0,0
47053,13,control,0,,0,0
47054,13,treatment,0,,0,0
47055,13,treatment,0,,0,0
47056,13,control,0,,0,0
47057,13,treatment,0,,0,0
47058,13,treatment,0,,0,0
47059,13,treatment,0,,0,0
47060,13,treatment,0,,0,0
47061,13,control,0,,0,0
47062,13,treatment,0,,0,0
47063,13,treatment,0,,0,0
47064,13,treatment,0,,0,0
47065,13,treatment,0,,0,0
47066,13,control,0,,0,0
47067,13,treatment,0,,0,0
47068,13,treatment,0,,0,0
47069,13,control,0,,0,0
47070,13,treatment,0,,0,0
47071,13,treatment,0,,0,0
47072,13,control,0,,0,0
47073,13,treatment,1,61.52,1,0
47074,13,control,1,59.84,0,0
47075,13,control,0,,0,0
47076,13,treatment,0,,0,0
47077,13,control,1,41.35,0,0
47078,13,control,0,,0,0
47079,13,control,0,,0,0
47080,13,control,0,,0,1
47081,13,treatment,0,,0,0
47082,13,control,0,,0,0
47083,13,treatment,0,,0,0
47084,13,control,0,,0,0
47085,13,control,0,,0,0
47086,13,treatment,0,,0,0
47087,13,treatment,0,,0,0
47088,13,treatment,1,68.13,0,0
47089,13,control,0,,0,0
47090,13,treatment,0,,0,0
47091,13,control,0,,0,0
47092,13,treatment,0,,0,0
47093,13,control,0,,0,0
47094,13,treatment,0,,0,0
47095,13,treatment,0,,0,0
47096,13,treatment,0,,0,0
47097,13,treatment,1,73.43,0,0
47098,13,treatment,0,,0,0
47099,13,treatment,0,,0,0
47100,13,treatment,0,,0,0
47101,13,treatment,0,,0,0
47102,13,treatment,0,,0,0
47103,13,treatment,0,,0,0
47104,13,treatment,0,,0,0
47105,13,treatment,0,,0,0
47106,13,treatment,0,,0,0
